0.000000000000000000e+00 0.000000000000000000e+00 2.110000000000000142e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000021e-03 5.673191063304920505e-03 2.109980853495390107e+01 -1.205342768302563450e-04 9.999991112251332970e-01 4.390962648294401008e-04 -1.258865923616628128e-03
2.000000000000000042e-03 9.079629898381059300e-03 2.109782007415836347e+01 -2.605843146976586332e-03 9.999955759870184924e-01 -1.339035262475304650e-03 2.656123294767164921e-03
3.000000000000000062e-03 7.209665043966990289e-03 2.109516828513988429e+01 4.104296798917730048e-04 9.999928703461711255e-01 -1.653342318423942732e-03 3.394954492176670887e-03
4.000000000000000083e-03 6.774585297589917621e-03 2.109531632835146198e+01 2.553137074741750577e-03 9.999900170845453795e-01 -2.276110496953366504e-03 3.845133581079101213e-03
5.000000000000000104e-03 5.844852189581552920e-03 2.109306993936731800e+01 4.807731085866719101e-03 9.999682832183158787e-01 -5.237852266375328351e-03 5.999788417071001689e-03
6.000000000000000125e-03 5.781784078092817684e-03 2.109159445165307645e+01 7.417530968534098712e-03 9.999709365259408234e-01 4.283743569199940232e-03 -6.306793516989684344e-03
7.000000000000000146e-03 6.442746351198186915e-03 2.109249041997699337e+01 9.648084600070076441e-03 9.999287029770984603e-01 7.760363862757282440e-03 -9.075555919891351367e-03
8.000000000000000167e-03 3.442350848100577884e-03 2.109273621964045020e+01 9.132428443629525203e-03 9.999628292153407427e-01 7.633760731597494242e-03 4.008227132268075456e-03
9.000000000000001055e-03 5.569838274277515329e-03 2.109167159935817892e+01 1.160217934525882739e-02 9.999234008783867145e-01 1.215001821240310233e-02 -2.359964669157041395e-03
1.000000000000000194e-02 8.342687966660511725e-03 2.109084869808445717e+01 7.416427397418604711e-03 9.998992714911892898e-01 1.080801558590848734e-02 9.199655998112754932e-03
1.100000000000000283e-02 1.432148482125880293e-02 2.109952294066595613e+01 6.496084227114621440e-03 9.999083517300062507e-01 1.122621642233644253e-02 7.567047338362536263e-03
1.200000000000000372e-02 1.346613557293509754e-02 2.110113193336409765e+01 5.425706946215898795e-03 9.999017072974828446e-01 1.011711902936553859e-02 9.706680489470809886e-03
