0.000000000000000000e+00 0.000000000000000000e+00 2.119999999999999929e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.000000000000000056e-01 2.119999999999999929e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000111e-01 2.001820790992904497e-01 2.119952744302311487e+01 0.000000000000000000e+00 9.999999968782495863e-01 -7.901582589379694340e-05 0.000000000000000000e+00
3.000000000000000444e-01 3.005389166129670553e-01 2.119857979735321507e+01 0.000000000000000000e+00 9.999999722069881081e-01 -2.357668831357476560e-04 0.000000000000000000e+00
4.000000000000000222e-01 4.010632941446559130e-01 2.119715463171450764e+01 0.000000000000000000e+00 9.999998900263084023e-01 -4.689854702337383917e-04 0.000000000000000000e+00
5.000000000000000000e-01 5.017480943804819571e-01 2.119524961293465282e+01 0.000000000000000000e+00 9.999996978111834744e-01 -7.774172248759562628e-04 0.000000000000000000e+00
5.999999999999999778e-01 6.025862998281631411e-01 2.119286250363666824e+01 0.000000000000000000e+00 9.999993274067983107e-01 -1.159821516989124586e-03 0.000000000000000000e+00
6.999999999999999556e-01 7.035709915075879506e-01 2.118999115996197702e+01 0.000000000000000000e+00 9.999986959322052504e-01 -1.614971792061878310e-03 0.000000000000000000e+00
7.999999999999999334e-01 8.046953475988489757e-01 2.118663352932666299e+01 0.000000000000000000e+00 9.999977066524419200e-01 -2.141655867925405278e-03 0.000000000000000000e+00
8.999999999999999112e-01 9.059526420533404734e-01 2.118278764821274152e+01 0.000000000000000000e+00 9.999962498193366578e-01 -2.738676188042589096e-03 0.000000000000000000e+00
9.999999999999998890e-01 1.007336243173170498e+00 2.117845163999603386e+01 0.000000000000000000e+00 9.999942034813222858e-01 -3.404850034217628361e-03 0.000000000000000000e+00
1.099999999999999867e+00 1.108839612163798449e+00 2.117362371281200240e+01 0.000000000000000000e+00 9.999914342626595731e-01 -4.139009701500826095e-03 0.000000000000000000e+00
1.199999999999999956e+00 1.210456301664484258e+00 2.116830215746070465e+01 0.000000000000000000e+00 9.999877981125256943e-01 -4.940002637928534411e-03 0.000000000000000000e+00
1.300000000000000044e+00 1.312179954260821457e+00 2.116248534535184334e+01 0.000000000000000000e+00 9.999831410244996999e-01 -5.806691551606514914e-03 0.000000000000000000e+00
1.400000000000000133e+00 1.414004300983329854e+00 2.115617172649070454e+01 0.000000000000000000e+00 9.999772997270108821e-01 -6.737954487516648570e-03 0.000000000000000000e+00
1.500000000000000222e+00 1.515923159795799613e+00 2.114935982750560939e+01 0.000000000000000000e+00 9.999701023453670956e-01 -7.732684876301910461e-03 0.000000000000000000e+00
1.600000000000000311e+00 1.617930434076807256e+00 2.114204824971737295e+01 0.000000000000000000e+00 9.999613690360150686e-01 -8.789791557163913888e-03 0.000000000000000000e+00
1.700000000000000400e+00 1.720020111097569693e+00 2.113423566725109382e+01 0.000000000000000000e+00 9.999509125937120491e-01 -9.908198776889967294e-03 0.000000000000000000e+00
1.800000000000000488e+00 1.822186260499056409e+00 2.112592082519052994e+01 0.000000000000000000e+00 9.999385390323103362e-01 -1.108684616691403210e-02 0.000000000000000000e+00
1.900000000000000577e+00 1.924423032771051645e+00 2.111710253777511781e+01 0.000000000000000000e+00 9.999240481398790070e-01 -1.232468870020709401e-02 0.000000000000000000e+00
2.000000000000000444e+00 2.026724657735638147e+00 2.110777968663966675e+01 0.000000000000000000e+00 9.999072340088964728e-01 -1.362069662968827706e-02 0.000000000000000000e+00
2.100000000000000533e+00 2.129085443037370240e+00 2.109795121909660764e+01 0.000000000000000000e+00 9.998878855422581591e-01 -1.497385540974768663e-02 0.000000000000000000e+00
2.200000000000000622e+00 2.231499772642205226e+00 2.108761614646061133e+01 0.000000000000000000e+00 9.998657869358493766e-01 -1.638316560237626854e-02 0.000000000000000000e+00
2.300000000000000711e+00 2.333962105347087146e+00 2.107677354241531020e+01 0.000000000000000000e+00 9.998407181384340037e-01 -1.784764276930623367e-02 0.000000000000000000e+00
2.400000000000000799e+00 2.436466973301894434e+00 2.106542254142179260e+01 0.000000000000000000e+00 9.998124552896118233e-01 -1.936631735147824676e-02 0.000000000000000000e+00
2.500000000000000888e+00 2.539008980545309768e+00 2.105356233716842951e+01 0.000000000000000000e+00 9.997807711365880312e-01 -2.093823453706803589e-02 0.000000000000000000e+00
2.600000000000000977e+00 2.641582801556010107e+00 2.104119218106162847e+01 0.000000000000000000e+00 9.997454354304989854e-01 -2.256245411922605526e-02 0.000000000000000000e+00
2.700000000000001066e+00 2.744183179820443463e+00 2.102831138075695705e+01 0.000000000000000000e+00 9.997062153030219500e-01 -2.423805034460794691e-02 0.000000000000000000e+00
2.800000000000001155e+00 2.846804926418312398e+00 2.101491929873008502e+01 0.000000000000000000e+00 9.996628756239982483e-01 -2.596411175370261226e-02 0.000000000000000000e+00
2.900000000000001243e+00 2.949442918626771881e+00 2.100101535088697347e+01 0.000000000000000000e+00 9.996151793407712649e-01 -2.773974101389608399e-02 0.000000000000000000e+00
3.000000000000001332e+00 3.052092098544220811e+00 2.098659900521263921e+01 0.000000000000000000e+00 9.995628877999457318e-01 -2.956405474614572093e-02 0.000000000000000000e+00
3.100000000000001421e+00 3.154747471734472342e+00 2.097166978045786934e+01 0.000000000000000000e+00 9.995057610522471991e-01 -3.143618334607806847e-02 0.000000000000000000e+00
3.200000000000001510e+00 3.257404105891970492e+00 2.095622724486316457e+01 0.000000000000000000e+00 9.994435581411492686e-01 -3.335527080026635255e-02 0.000000000000000000e+00
3.300000000000001599e+00 3.360057129528638775e+00 2.094027101491923304e+01 0.000000000000000000e+00 9.993760373759260629e-01 -3.532047449838914693e-02 0.000000000000000000e+00
3.400000000000001688e+00 3.462701730682856915e+00 2.092380075416328822e+01 0.000000000000000000e+00 9.993029565897616484e-01 -3.733096504192095350e-02 0.000000000000000000e+00
3.500000000000001776e+00 3.565333155650973751e+00 2.090681617201040865e+01 0.000000000000000000e+00 9.992240733835366928e-01 -3.938592604995642954e-02 0.000000000000000000e+00
3.600000000000001865e+00 3.667946707741700507e+00 2.088931702261921686e+01 0.000000000000000000e+00 9.991391453558978730e-01 -4.148455396272560103e-02 0.000000000000000000e+00
3.700000000000001954e+00 3.770537746053646444e+00 2.087130310379110654e+01 0.000000000000000000e+00 9.990479303201882377e-01 -4.362605784331360925e-02 0.000000000000000000e+00
3.800000000000002043e+00 3.873101684276209600e+00 2.085277425590226485e+01 0.000000000000000000e+00 9.989501865088120658e-01 -4.580965917805916027e-02 0.000000000000000000e+00
